## This file was generated by InflowWind_Driver on 31-Mar-2021 at 11:44:43.
## This file contains the wind velocity at a grid of points at each requested timestep
## It is arranged as blocks of X,Y,Z,U,V,W at each timestep
## Each block is separated by two blank lines for use in gnuplot
# 
#  Requested data:
#    Dimension             Range             Stepsize       Num. points
#   -------------------------------------------------------------------
#       X         -4.50    ->    4.50          1.00             10
#       Y         -4.50    ->    4.50          1.00             10
#       Z        145.50    ->  154.50          1.00             10
#       T          0.0000  ->    1.0000        0.1000           10     
# 
# 
#           X              Y              Z              U              V              W
#          (m)            (m)            (m)           (m/s)          (m/s)          (m/s)



# Time: 0
    -1.5000000       -1.5000000      151.5000000       16.481       -1.712       -0.920
    -1.5000000       -0.5000000      151.5000000       16.717       -1.976       -0.819
    -1.5000000        0.5000000      151.5000000       16.928       -2.088       -0.573
    -1.5000000        1.5000000      151.5000000       17.113       -2.048       -0.180
    -1.5000000        2.5000000      151.5000000       17.298       -2.008        0.213
    -1.5000000        3.5000000      151.5000000       17.483       -1.967        0.606
    -1.5000000        4.5000000      151.5000000       17.668       -1.927        0.999
    -1.5000000       -4.5000000      152.5000000       15.770       -0.939       -1.338
    -1.5000000       -3.5000000      152.5000000       16.036       -1.193       -1.266
    -1.5000000       -2.5000000      152.5000000       16.302       -1.447       -1.194
    -1.5000000       -1.5000000      152.5000000       16.569       -1.701       -1.121
    -1.5000000       -0.5000000      152.5000000       16.835       -1.956       -1.049
    -1.5000000        0.5000000      152.5000000       17.067       -2.041       -0.837
    -1.5000000        1.5000000      152.5000000       17.266       -1.957       -0.485
    -1.5000000        2.5000000      152.5000000       17.464       -1.873       -0.134
    -1.5000000        3.5000000      152.5000000       17.662       -1.789        0.218
    -1.5000000        4.5000000      152.5000000       17.861       -1.705        0.569
    -1.5000000       -4.5000000      153.5000000       15.767       -0.960       -1.456
    -1.5000000       -3.5000000      153.5000000       16.063       -1.204       -1.412
    -1.5000000       -2.5000000      153.5000000       16.360       -1.448       -1.367
    -1.5000000       -1.5000000      153.5000000       16.656       -1.691       -1.323
    -1.5000000       -0.5000000      153.5000000       16.952       -1.935       -1.278
    -1.5000000        0.5000000      153.5000000       17.206       -1.993       -1.101
    -1.5000000        1.5000000      153.5000000       17.418       -1.866       -0.791
    -1.5000000        2.5000000      153.5000000       17.630       -1.739       -0.481
    -1.5000000        3.5000000      153.5000000       17.841       -1.611       -0.171
    -1.5000000        4.5000000      153.5000000       18.053       -1.484        0.139
    -1.5000000       -4.5000000      154.5000000       15.765       -0.981       -1.574
    -1.5000000       -3.5000000      154.5000000       16.091       -1.214       -1.557
    -1.5000000       -2.5000000      154.5000000       16.417       -1.448       -1.541
    -1.5000000       -1.5000000      154.5000000       16.744       -1.681       -1.524
    -1.5000000       -0.5000000      154.5000000       17.070       -1.915       -1.508
    -1.5000000        0.5000000      154.5000000       17.346       -1.946       -1.365
    -1.5000000        1.5000000      154.5000000       17.571       -1.775       -1.096
    -1.5000000        2.5000000      154.5000000       17.796       -1.604       -0.828
    -1.5000000        3.5000000      154.5000000       18.021       -1.433       -0.559
    -1.5000000        4.5000000      154.5000000       18.246       -1.262       -0.290
    -0.5000000       -4.5000000      145.5000000       16.441       -1.143       -0.616
    -0.5000000       -3.5000000      145.5000000       16.612       -0.682       -0.353
    -0.5000000       -2.5000000      145.5000000       16.782       -0.221       -0.090
    -0.5000000       -1.5000000      145.5000000       16.953        0.239        0.173
    -0.5000000       -0.5000000      145.5000000       17.124        0.700        0.436
    -0.5000000        0.5000000      145.5000000       17.195        0.945        0.576
    -0.5000000        1.5000000      145.5000000       17.167        0.974        0.595
    -0.5000000        2.5000000      145.5000000       17.139        1.004        0.613
    -0.5000000        3.5000000      145.5000000       17.111        1.033        0.632
    -0.5000000        4.5000000      145.5000000       17.084        1.063        0.651
    -0.5000000       -4.5000000      146.5000000       16.392       -0.904       -0.526
    -0.5000000       -3.5000000      146.5000000       16.552       -0.637       -0.311
    -0.5000000       -2.5000000      146.5000000       16.713       -0.371       -0.096
    -0.5000000       -1.5000000      146.5000000       16.873       -0.104        0.118
    -0.5000000       -0.5000000      146.5000000       17.033        0.163        0.333
    -0.5000000        0.5000000      146.5000000       17.123        0.301        0.495
    -0.5000000        1.5000000      146.5000000       17.144        0.311        0.604
    -0.5000000        2.5000000      146.5000000       17.165        0.321        0.714
    -0.5000000        3.5000000      146.5000000       17.185        0.331        0.823
    -0.5000000        4.5000000      146.5000000       17.206        0.341        0.933
    -0.5000000       -4.5000000      147.5000000       16.343       -0.666       -0.436
    -0.5000000       -3.5000000      147.5000000       16.493       -0.593       -0.269
    -0.5000000       -2.5000000      147.5000000       16.643       -0.520       -0.103
    -0.5000000       -1.5000000      147.5000000       16.793       -0.447        0.063
    -0.5000000       -0.5000000      147.5000000       16.943       -0.374        0.230
    -0.5000000        0.5000000      147.5000000       17.052       -0.342        0.413
    -0.5000000        1.5000000      147.5000000       17.121       -0.352        0.614
    -0.5000000        2.5000000      147.5000000       17.190       -0.362        0.814
    -0.5000000        3.5000000      147.5000000       17.259       -0.372        1.015
    -0.5000000        4.5000000      147.5000000       17.328       -0.381        1.215
    -0.5000000       -4.5000000      148.5000000       16.293       -0.427       -0.346
    -0.5000000       -3.5000000      148.5000000       16.433       -0.548       -0.227
    -0.5000000       -2.5000000      148.5000000       16.573       -0.669       -0.109
    -0.5000000       -1.5000000      148.5000000       16.712       -0.790        0.009
    -0.5000000       -0.5000000      148.5000000       16.852       -0.911        0.127
    -0.5000000        0.5000000      148.5000000       16.981       -0.986        0.332
    -0.5000000        1.5000000      148.5000000       17.098       -1.015        0.623
    -0.5000000        2.5000000      148.5000000       17.215       -1.045        0.915
    -0.5000000        3.5000000      148.5000000       17.333       -1.074        1.206
    -0.5000000        4.5000000      148.5000000       17.450       -1.103        1.498
    -0.5000000       -4.5000000      149.5000000       16.244       -0.189       -0.256
    -0.5000000       -3.5000000      149.5000000       16.373       -0.504       -0.186
    -0.5000000       -2.5000000      149.5000000       16.503       -0.818       -0.116
    -0.5000000       -1.5000000      149.5000000       16.632       -1.133       -0.046
    -0.5000000       -0.5000000      149.5000000       16.762       -1.448        0.024
    -0.5000000        0.5000000      149.5000000       16.909       -1.629        0.250
    -0.5000000        1.5000000      149.5000000       17.075       -1.678        0.633
    -0.5000000        2.5000000      149.5000000       17.241       -1.727        1.015
    -0.5000000        3.5000000      149.5000000       17.406       -1.776        1.398
    -0.5000000        4.5000000      149.5000000       17.572       -1.825        1.780
    -0.5000000       -4.5000000      150.5000000       16.162       -0.114       -0.336
    -0.5000000       -3.5000000      150.5000000       16.313       -0.508       -0.292
    -0.5000000       -2.5000000      150.5000000       16.463       -0.901       -0.248
    -0.5000000       -1.5000000      150.5000000       16.614       -1.294       -0.204
    -0.5000000       -0.5000000      150.5000000       16.765       -1.688       -0.160
    -0.5000000        0.5000000      150.5000000       16.934       -1.900        0.061
    -0.5000000        1.5000000      150.5000000       17.121       -1.931        0.460
    -0.5000000        2.5000000      150.5000000       17.308       -1.962        0.858
    -0.5000000        3.5000000      150.5000000       17.495       -1.993        1.256
    -0.5000000        4.5000000      150.5000000       17.682       -2.025        1.654
    -0.5000000       -4.5000000      151.5000000       16.047       -0.204       -0.588
    -0.5000000       -3.5000000      151.5000000       16.251       -0.560       -0.547
    -0.5000000       -2.5000000      151.5000000       16.454       -0.917       -0.506
    -0.5000000       -1.5000000      151.5000000       16.658       -1.274       -0.465
    -0.5000000       -0.5000000      151.5000000       16.861       -1.631       -0.425
    -0.5000000        0.5000000      151.5000000       17.054       -1.797       -0.235
    -0.5000000        1.5000000      151.5000000       17.235       -1.773        0.104
    -0.5000000        2.5000000      151.5000000       17.417       -1.749        0.443
    -0.5000000        3.5000000      151.5000000       17.599       -1.725        0.782
    -0.5000000        4.5000000      151.5000000       17.781       -1.701        1.120
    -0.5000000       -4.5000000      152.5000000       15.933       -0.293       -0.839
    -0.5000000       -3.5000000      152.5000000       16.189       -0.613       -0.802
    -0.5000000       -2.5000000      152.5000000       16.445       -0.933       -0.764
    -0.5000000       -1.5000000      152.5000000       16.701       -1.253       -0.727
    -0.5000000       -0.5000000      152.5000000       16.958       -1.574       -0.689
    -0.5000000        0.5000000      152.5000000       17.174       -1.694       -0.531
    -0.5000000        1.5000000      152.5000000       17.350       -1.615       -0.252
    -0.5000000        2.5000000      152.5000000       17.526       -1.536        0.028
    -0.5000000        3.5000000      152.5000000       17.703       -1.457        0.307
    -0.5000000        4.5000000      152.5000000       17.879       -1.377        0.586
    -0.5000000       -4.5000000      153.5000000       15.818       -0.382       -1.090
    -0.5000000       -3.5000000      153.5000000       16.127       -0.666       -1.056
    -0.5000000       -2.5000000      153.5000000       16.436       -0.949       -1.022
    -0.5000000       -1.5000000      153.5000000       16.745       -1.233       -0.988
    -0.5000000       -0.5000000      153.5000000       17.054       -1.517       -0.954
    -0.5000000        0.5000000      153.5000000       17.294       -1.591       -0.827
    -0.5000000        1.5000000      153.5000000       17.465       -1.457       -0.607
    -0.5000000        2.5000000      153.5000000       17.636       -1.323       -0.387
    -0.5000000        3.5000000      153.5000000       17.807       -1.188       -0.168
    -0.5000000        4.5000000      153.5000000       17.977       -1.054        0.052
    -0.5000000       -4.5000000      154.5000000       15.703       -0.471       -1.342
    -0.5000000       -3.5000000      154.5000000       16.065       -0.718       -1.311
    -0.5000000       -2.5000000      154.5000000       16.427       -0.965       -1.280
    -0.5000000       -1.5000000      154.5000000       16.789       -1.213       -1.250
    -0.5000000       -0.5000000      154.5000000       17.151       -1.460       -1.219
    -0.5000000        0.5000000      154.5000000       17.414       -1.488       -1.123
    -0.5000000        1.5000000      154.5000000       17.580       -1.299       -0.963
    -0.5000000        2.5000000      154.5000000       17.745       -1.109       -0.803
    -0.5000000        3.5000000      154.5000000       17.910       -0.920       -0.642
    -0.5000000        4.5000000      154.5000000       18.076       -0.730       -0.482
     0.5000000       -4.5000000      145.5000000       16.656       -0.412       -0.804
     0.5000000       -3.5000000      145.5000000       16.760       -0.048       -0.657
     0.5000000       -2.5000000      145.5000000       16.863        0.317       -0.510
     0.5000000       -1.5000000      145.5000000       16.966        0.681       -0.363
     0.5000000       -0.5000000      145.5000000       17.069        1.045       -0.216
     0.5000000        0.5000000      145.5000000       17.148        1.230       -0.048
     0.5000000        1.5000000      145.5000000       17.203        1.236        0.139
     0.5000000        2.5000000      145.5000000       17.258        1.242        0.326
     0.5000000        3.5000000      145.5000000       17.312        1.248        0.513
     0.5000000        4.5000000      145.5000000       17.367        1.253        0.701
     0.5000000       -4.5000000      146.5000000       16.634       -0.191       -0.692
     0.5000000       -3.5000000      146.5000000       16.757        0.030       -0.595
